delta_ave,theta_ave,lowalpha_ave,highalpha_ave,lowbeta_ave,highbeta_ave,lowgamma_ave,midgamma_ave,delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,lowgamma_base_ave,midgamma_base_ave,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,lowgamma_c4,midgamma_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,lowgamma_c5,midgamma_c5,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,lowgamma_c6,midgamma_c6,delta_c7,theta_c7,lowalpha_c7,highalpha_c7,lowbeta_c7,highbeta_c7,lowgamma_c7,midgamma_c7,state
859725,110900,46981,28452,5743,5119,7933,1361,670500,280191,136422,84529,76408,85812,17146,10625,-532297,-127085,-104750,-72842,-74301,-83161,-14991,-9548,-361501,-225287,-123057,-81867,-71127,-82450,-16114,-10175,1947197,-77633,-19263,5327,-62948,-75736,9323,-7072,-296500,-247159,-110696,-74927,-74284,-81426,-15069,-10263,easy
639545,92982,15700,6893,6778,6467,2218,1744,470679,115218,37212,21923,12110,14802,6249,3519,126628,-51071,-28363,-20036,-6334,-12529,-5466,-3129,-452594,-112431,-37148,-21736,-11900,-14591,-6109,-3432,-49163,95535,-13490,-6137,-2672,-472,-4110,990,1050594,-20978,-7048,-12210,-422,-5749,-441,-1529,difficult
940515,79574,16592,16802,25389,17745,6953,2843,1033997,161617,43625,13944,25060,16258,32223,5391,782124,-128642,690,6492,18533,2580,-18283,-725,-841742,-126101,-38613,-12116,-23485,-12142,-29113,-2654,-956536,-135324,-40369,-3032,-19965,-14203,-30068,-3505,642227,61893,-29840,20088,26233,29714,-23616,-3310,easy
1055061,89754,46783,21907,12492,9321,10857,2108,817316,320055,112649,28918,20592,15229,4905,1772,-103393,-224334,-59656,1879,-14146,-9281,3261,-582,1359410,-175408,-20704,20904,15862,11252,20444,2461,-768782,-286598,-110375,-27056,-19310,-13666,-4432,-969,463745,-234865,-72728,-23771,-14807,-11937,4534,434,difficult
431367,192659,20477,13445,8261,6694,3720,1777,237116,30465,6563,1858,4187,1371,1113,423,-150066,63663,12155,12786,138,2163,2593,151,240357,579969,-3926,14397,15756,14026,3564,2575,-125875,794,-3454,91,-1537,3031,510,718,812586,4350,50881,19074,1940,2072,3762,1970,easy
1151691,150361,77777,26289,19174,13883,5284,4372,700433,47391,10641,7407,3057,3468,2140,1552,2317699,164469,165175,54211,40164,20648,5568,5293,77411,93328,-7310,-4340,1819,-1866,-767,-864,-331045,157691,81037,9068,19955,18518,3722,6488,-259032,-3607,29640,16590,2530,4359,4053,364,difficult
876761,124020,12098,6562,6766,4703,2290,1308,293210,49221,8804,2278,1952,2472,1536,537,634624,265214,7314,13406,4096,7305,1885,412,1993855,72323,16662,2196,9276,2252,1900,2017,-119908,-3099,-8224,3280,5458,973,598,873,-174366,-35242,-2576,-1747,424,-1607,-1368,-219,easy
28063,14584,10135,10912,8974,7484,3133,2018,137502,52905,6179,5629,4482,5207,4237,1343,-86182,-34759,-640,1406,5426,-1525,-230,12,-133059,-41408,-2881,-3187,-247,3229,-1054,1160,-121141,-38682,9147,-2003,-698,2858,-2839,1575,-97374,-38436,10199,24916,13488,4544,-294,-47,difficult
345929,91958,17327,4965,11497,4241,3705,2281,202775,140515,28247,73733,27326,42411,7427,3635,-92066,-118248,-26296,-70540,-24034,-40121,-5976,-2919,976331,77663,23221,-65030,1306,-31932,1768,2581,-132456,-61710,-20540,-71517,-18411,-39890,-4615,-2820,-179195,-91932,-20065,-67984,-22179,-40737,-6067,-2257,easy
303567,81999,5478,7999,7958,22230,12748,4304,137275,32208,3170,3370,4703,10711,4496,2348,9056,27474,12108,5031,-3107,-3702,6547,-382,-77573,-794,-641,1633,-1813,-7230,-2260,-1051,869536,202903,-2850,9258,5030,18461,13876,3704,-135850,-30421,614,2595,12909,38548,14844,5552,difficult
120675,24472,3460,8664,5072,2456,2527,1512,506179,158686,45064,13231,11072,8879,5292,2852,-387377,-121981,-41442,-11658,-6990,-5765,-3378,-1731,-488449,-147525,-37822,15587,2020,-4082,272,509,-287880,-112511,-42693,-9031,-8719,-7539,-3334,-1494,-378309,-154840,-44459,-13167,-10311,-8305,-4620,-2643,easy
494847,61286,28696,16179,9649,4094,2968,1198,160921,174524,27052,22248,10129,5225,5699,2184,130184,-111548,2143,-5847,542,-2883,-3987,-1234,12472,-155620,-25030,-18342,-9285,-4506,-5000,-1798,277299,-96894,-7625,-13616,3980,500,-1662,-924,915748,-88892,37087,13528,2844,2364,-276,13,difficult
429356,152789,52428,22978,6491,5943,2225,1750,226635,17119,5695,3111,3728,1550,1231,355,303637,55874,25206,75551,1550,3809,-590,568,749611,447404,156311,5579,10069,13303,4903,4086,-124744,5331,-4017,-1621,-1975,122,-733,-50,-117619,34072,9433,-40,1408,336,397,977,easy
844175,195744,15371,21857,14768,14696,6188,2459,1404818,247668,118027,18934,11112,13447,5442,1932,-780575,18620,-96311,28438,29704,12787,5275,1515,-258231,-217751,-115108,-9582,-9939,-10981,-3933,-406,-351177,-188485,-97342,-9338,1131,-10517,-306,-214,-852588,179919,-101865,2174,-6274,13708,1947,1211,difficult
619079,96096,23878,6579,6403,6719,3218,827,540750,161102,18210,29153,5149,8306,4113,944,-239322,-117665,16731,-28730,6896,5151,598,-334,280216,-50904,25058,-14829,-549,-3408,-918,392,-446867,-140726,-16526,-23043,-4343,-6585,-3782,-738,719289,49272,-2590,-23694,3013,-1507,522,212,easy
70496,17423,6570,6422,9222,26424,8869,4045,720398,63203,53321,34593,14246,11041,8138,4796,-716504,-57947,-51435,-33919,-8269,0,-2588,-2309,-566402,-42786,-44689,-21693,-10188,-3531,-2843,-2280,-648476,-43424,-40338,-30233,5728,44833,2774,-425,-668227,-38965,-50542,-26839,-7369,20230,5580,2008,difficult
439929,141858,38682,9711,7358,6093,1900,1060,532373,112111,21771,16149,4174,6929,2491,1276,-93571,-33265,61146,-9295,-335,-2769,-1551,-125,181163,254061,-5385,-7588,943,-4946,40,87,-400929,-91317,-15410,-12282,-2665,-5119,-1399,-1100,-56439,-10492,27292,3412,14794,9489,545,274,easy
59231,19036,4878,9031,19403,26156,14576,8190,446624,67468,14798,5435,9119,11378,19567,6111,-283377,-53795,-12726,-1149,-327,-3782,-15262,-3861,-422084,-47476,-9809,4981,-1016,12516,-11223,898,-407207,-59544,-4663,682,855,17334,-4418,2480,-436903,-32914,-12482,9869,41623,33043,10937,8798,difficult
508536,83741,11138,8537,3795,3181,2348,801,634948,169675,33605,27278,7474,9276,8608,2397,-228877,-109564,-23897,-9616,-5032,-5122,-7571,-1708,-497372,-77799,-23713,-26875,-6650,-7718,-6816,-1969,617810,-90654,-14300,-21415,-1413,-7235,-5046,-1449,-397211,-65718,-27957,-17057,-1622,-4304,-5608,-1257,easy
159249,72647,20946,7147,12977,38188,10613,4986,315004,42849,20398,12528,14210,10802,8826,2527,-32494,14423,20538,1610,590,1098,1471,-77,5472,180597,11297,-3915,18366,107271,7295,6635,-283272,-34999,-10285,-8778,-11846,1434,-2634,3332,-312728,-40831,-19360,-10441,-12043,-260,1017,-53,difficult
