delta_ave,theta_ave,lowalpha_ave,highalpha_ave,lowbeta_ave,highbeta_ave,lowgamma_ave,midgamma_ave,delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,lowgamma_base_ave,midgamma_base_ave,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,lowgamma_c4,midgamma_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,lowgamma_c5,midgamma_c5,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,lowgamma_c6,midgamma_c6,state
24129,49386,13730,6509,5337,9447,9899,3146,12498,16979,3673,13246,11082,12952,5624,3811,-9492,-5612,-1821,-6784,-6963,-7442,-2510,-2490,-3081,-7824,10032,-6776,-3911,-6077,-2472,-2443,47465,110657,21961,-6651,-6360,3004,17806,2939,easy
640362,250393,75908,63859,33530,47487,33233,17256,115389,122032,21749,17821,24903,21821,14198,8780,118755,-43165,-17359,16703,-14390,-3696,-7461,-4325,1029507,338413,187029,93487,49235,48947,22551,22234,426656,89835,-7192,27925,-8964,31747,42016,7519,difficult
1039328,138077,11606,8417,3753,62933,32672,20040,439202,94052,41420,29597,23850,33537,34391,18234,32637,-56963,-37221,-27349,-22904,-29291,-31250,-15301,1958797,270259,-19837,-9888,-15039,140006,35735,32828,-191055,-81220,-32384,-26302,-22349,-22527,-9643,-12108,easy
491533,24597,4714,9351,9237,18988,7483,2737,385727,64687,13754,16302,7945,11265,12311,3649,968104,-21543,-9659,6719,12292,37491,1175,2797,-270255,-38468,-12174,-15082,-6267,-8860,-11001,-2958,-380431,-60259,-5288,-12489,-2150,-5463,-4659,-2576,difficult
120198,27117,13750,4495,1734,4814,4777,3691,262323,30436,8747,7480,12832,15467,7805,4510,-5685,14444,24216,2298,-11934,-7085,-386,2795,-255409,-7735,-2019,-4517,-9102,-10614,-3729,-1713,-165282,-16665,-7189,-6735,-12258,-14259,-4968,-3538,easy
991572,93793,50616,28551,10685,28232,28040,10630,462494,173184,25161,12523,7076,23471,18179,21905,2009978,13420,112426,56969,14518,36491,47551,678,-23735,-96345,-18822,-7366,-1353,-12840,-9236,-19497,-399009,-155247,-17238,-1520,-2339,-9367,-8732,-15006,difficult
41762,8000,3183,2475,4055,2756,1006,810,244129,68892,28476,13268,19063,15673,6044,5124,-181822,-58986,-25520,-8972,-16266,-11467,-5016,-4063,-233919,-62905,-27229,-11366,-16300,-13842,-5488,-4573,-191360,-60786,-23129,-12041,-12459,-13443,-4611,-4306,easy
493232,61980,9648,5403,4331,14781,10834,5716,467353,73977,10990,11732,5185,12138,11249,5111,223791,-3475,4473,-2173,1081,9227,12303,4972,281173,17011,-5272,-6612,160,5444,-4919,460,-427328,-49528,-3226,-10203,-3802,-6743,-8630,-3617,difficult
516402,163670,42199,101183,16677,18041,13156,11936,599942,53265,42545,2747,7487,8206,7842,1892,-470307,-10889,-20914,161812,1166,14372,9884,5706,-27063,44690,35991,86818,7023,7349,2007,5108,246751,297414,-16115,46679,19381,7783,4052,19317,easy
306998,373502,16670,15952,10243,36570,26354,9688,317944,95390,10717,13653,10994,12212,8062,4239,215451,765078,-6942,19890,946,60903,54539,15049,-210263,6627,-5672,-3145,-3266,6712,2798,554,-38027,62632,30473,-9848,68,5458,-2461,744,difficult
823745,80196,13206,20692,12642,12722,6750,2591,1505399,444444,32128,31144,41543,69282,39752,21264,-898921,-281605,-4468,-1456,-32289,-51571,-31200,-18799,-1388640,-396868,-22144,-6070,-18983,-60324,-34979,-18660,242600,-414271,-30155,-23829,-35431,-57785,-32827,-18559,easy
314331,195699,26204,17417,20236,17628,20240,18294,387774,88321,14059,6726,5740,10201,9298,3345,-177401,336415,39549,33315,30252,22950,41235,41408,33326,31679,1127,2547,15641,6475,-3255,4467,-76255,-45961,-4241,-3788,-2405,-7145,-5154,-1028,difficult
357901,59251,18137,27184,20660,39125,30686,7151,494902,79351,20756,11809,13257,20101,19021,11419,-324123,-60950,-15567,-10422,-9661,-6018,-7556,-9654,194532,26676,19677,27732,7813,22215,11996,-2656,-281411,-26027,-11968,28815,24056,40874,30554,-494,easy
40958,21047,8369,13097,9678,7281,5278,2712,723229,47241,26779,21886,15344,16871,10199,5036,-612170,-26655,-5868,-1985,1572,-4594,1256,-621,-714388,-37975,-24645,-16764,-12265,-14026,-9177,-3909,-720256,-13952,-24717,-7617,-6306,-10149,-6841,-2443,difficult
203391,97990,21115,8279,8357,17412,26767,21129,301997,49149,11865,6168,3373,13732,4734,4586,-267239,-39485,-4649,1518,3737,5981,29510,33532,-285476,-38505,-5357,-1092,97,-3513,12978,13842,256896,224513,37757,5908,11118,8571,23611,2256,easy
619843,87988,22647,20616,13225,11655,8393,2613,110342,31537,28281,40489,20168,20544,9755,6485,-68353,-12362,-20197,-36780,-18902,-15161,-7917,-5469,1687914,186424,17743,5003,11990,-3275,7604,-3163,-91059,-4709,-14448,-27842,-13916,-8230,-3773,-2983,difficult
670149,58181,12062,11094,10766,4107,5334,2101,347138,33022,9300,4885,5343,4508,3817,3025,-323001,-19464,5258,9518,-2270,-3201,-293,-852,-229567,-15184,-3633,-4003,-4199,-3926,-3504,-2863,1521602,110125,6661,13112,22737,5924,8347,944,easy
435739,164495,52974,15603,48000,15465,16371,11681,51012,33274,4138,2271,2488,3914,927,858,945366,414828,149618,18286,133015,27443,27329,25473,135583,-7293,-637,20324,2511,3021,14010,4684,73232,-13873,-2473,1386,1010,4190,4993,2312,difficult
109471,45056,12758,10389,4788,4066,5332,2109,181039,49260,10358,13544,4829,10409,6455,3297,-85100,-38498,-5024,-10209,1309,-7643,-3657,-1144,-56898,42305,15797,8812,-2791,-4894,948,-1827,-72705,-16419,-3572,-8068,1358,-6492,-661,-592,easy
61676,13037,3617,2910,3159,5066,3021,1957,238816,37765,11239,6782,2300,5185,1520,1085,-199811,-13224,-5975,-5691,866,-968,2446,156,-106839,-33367,-8568,-314,3006,3308,1280,1903,-224771,-27593,-8324,-5612,-1296,-2697,778,556,difficult
795692,41873,24655,2526,4034,11860,3542,2199,234309,36959,16042,16427,5716,6084,5718,3872,2026886,68333,48477,-12480,1655,17540,1763,256,-226564,-34859,-14998,-14554,-4371,-1976,-3764,-2931,-116172,-18733,-7641,-14669,-2331,1763,-4528,-2343,easy
1302890,317987,17116,53572,10568,7911,4484,4848,670285,120497,24776,20344,21988,16803,12121,11431,1412183,173662,15925,92446,-6307,-8936,-5555,-5667,1060446,535466,-19352,23575,-7650,-4617,-6663,-4151,-574813,-116657,-19554,-16338,-20303,-13122,-10694,-9930,difficult
388354,100174,34106,48521,11927,11337,11055,3505,339078,408566,12228,30311,21601,20406,8936,8382,65556,-378709,14314,73744,-19529,-8286,-4740,-4833,-253108,-349391,1613,-13808,-12445,-15594,-5524,-5521,335381,-197075,49706,-5306,2952,-3328,16621,-4276,easy
146630,25167,11970,4291,1525,6696,6496,3747,100651,25247,10897,13400,5344,9407,2140,2756,-89026,13831,9656,-6916,-3921,-177,5279,3549,308587,2527,1270,-10436,-4567,-5125,1069,-683,-81625,-16599,-7708,-9976,-2969,-2832,6721,108,difficult
176547,41659,5286,14950,7241,11381,14118,5381,971862,590809,17176,15364,7822,17394,9408,4501,-930466,-552683,-12131,-2519,-4141,-3060,-1612,-1582,-532974,-517552,-9049,11416,7858,-2557,17553,5880,-922504,-577216,-14491,-10139,-5461,-12422,-1812,-1658,easy
108327,33250,4715,4435,1288,2498,2660,1107,979244,47690,8974,19445,12475,13011,7604,11470,-912427,-24619,-6289,-15435,-11070,-11517,-6891,-10972,-783442,1447,-1488,-18090,-11669,-8496,-3852,-9433,-916883,-20149,-5001,-11505,-10822,-11526,-4088,-10685,difficult
214678,146182,34364,9110,12283,11235,9947,3746,995013,161372,9793,7798,15735,10936,7245,8059,-509375,182889,76583,612,2498,10091,18512,-302,-921986,-109281,-5119,10487,-908,-2,-4871,-5322,-909643,-119177,2250,-7162,-11945,-9191,-5536,-7314,easy
60897,17239,15094,5108,3453,7076,7175,2229,272197,89421,16194,21059,22645,18861,7456,4849,-211761,-75978,-15672,-19838,-18288,-7297,2379,-695,-174122,-71481,26013,-11737,-18706,-12993,-383,-3288,-248017,-69088,-13642,-16279,-20581,-15066,-2840,-3877,difficult
28120,35667,10696,23348,16969,7783,9468,4660,1485741,384309,59401,30145,28247,19936,10042,5828,-1416979,-304188,-42883,10710,-15358,-9096,4820,1383,-1477731,-382455,-54393,-29487,-22526,-16045,-8601,-4445,-1478154,-359283,-48839,-1614,4050,-11318,2059,-442,easy
180175,37129,11762,5265,2716,3599,6181,1886,263659,142720,15502,6773,16461,10924,6732,3901,169694,-103813,27,-4858,-13914,-8455,-5197,-2514,-246281,-129934,-4386,-1732,-12598,-8538,6407,-1259,-173866,-83026,-6862,2067,-14724,-4983,-2864,-2272,difficult
220796,24457,5650,5160,4340,3619,3933,2020,240734,44366,24140,13181,14285,8593,4723,2933,-74371,-26312,-22098,-10255,-10582,-4066,-3437,-1538,-101339,3682,-12012,-2017,-5970,-3422,2618,-1225,115896,-37098,-21360,-11790,-13282,-7434,-1550,23,easy
391786,95178,19897,20870,9591,26431,9045,15251,889053,147033,30096,16506,8002,15991,7965,9295,-493091,-107574,-17699,4543,1734,-4677,-635,-4852,-172907,90434,891,19249,4233,40583,5440,29583,-825802,-138425,-13789,-10700,-1200,-4585,-1564,-6864,difficult
142542,17215,13517,12218,4268,2570,2650,1386,572108,61381,11182,12432,5919,8642,2810,2488,-348456,-32934,12551,-7140,3871,-5103,1605,-810,-442031,-47113,3330,155,-5036,-6088,-1273,-1456,-498211,-52451,-8876,6342,-3788,-7025,-812,-1039,easy
1012419,73775,9430,14011,9602,8707,7852,4611,115971,18094,5045,4084,2350,3051,2301,1540,1433784,130107,6014,10827,11888,6193,9062,3526,-59230,-9572,-3129,-514,-347,3957,485,-350,1314790,46508,10270,19468,10215,6818,7107,6037,difficult
440878,106593,7669,17979,19380,22772,21304,11228,301401,35587,15357,12836,7216,9961,9394,3960,149933,152306,-13925,-2405,28866,11413,9005,6991,-237470,602,-2926,1574,6094,15884,10286,9829,505969,60110,-6214,16261,1533,11136,16440,4984,easy
1069824,69247,24233,25476,23989,21410,20211,21777,467856,76085,24649,10370,17232,19665,13325,9209,2157589,18975,30336,13810,44115,27528,14343,44713,-184175,22763,-15876,33506,-10198,-10330,8130,-3894,-167510,-62251,-15708,-1999,-13647,-11964,-1816,-3114,difficult
346351,50679,6464,3799,4378,9754,14551,2826,483405,32356,18792,11049,6089,8271,12003,8715,58891,89874,-12827,-7086,-3852,-2517,-8088,-6313,-21867,-16583,-8655,-7271,2707,-601,-4377,-5187,-448187,-18321,-15503,-7394,-3987,7568,20108,-6168,easy
123274,33675,7574,16929,4405,17270,9859,4251,213911,23395,14796,3451,12078,12775,4964,3644,-148434,25976,-9317,34502,-9291,16203,13155,2665,-182650,9554,1662,3427,-5937,2770,4423,1471,59172,-4691,-14012,2504,-7791,-5487,-2893,-2316,difficult
485561,283623,13856,7236,17544,19657,11259,8988,398604,16962,7959,6401,3648,9155,1500,1802,15925,8970,5041,-1613,9935,-65,2211,10588,242238,796998,4926,1202,27765,32353,20314,11472,2708,-5986,7723,2915,3988,-783,6752,-502,easy
399012,120892,9659,10125,9188,23242,9866,11383,104508,58280,31464,12016,6692,4178,12494,16201,396095,241198,-18612,11260,9687,47703,6968,13976,-75609,-30619,-22029,-9028,-3606,1407,-7921,-14089,563026,-22743,-24774,-7906,1407,8081,-6932,-14341,difficult
280194,28318,4559,5781,4869,3250,1795,1074,323019,43033,5768,8881,1741,4831,1605,1157,245861,-34926,-3380,-236,3370,-1358,1357,-271,-65747,5146,1669,-4305,2246,-2957,-766,73,-308588,-14364,-1915,-4760,3767,-428,-20,-52,easy
266385,22734,4460,3368,5479,8471,8738,10065,594584,75595,19343,15384,6463,4592,4433,3718,-361402,-64008,-12548,-13495,-4547,2340,3882,-1397,-352185,-68522,-17072,-14929,-5090,-3275,-1634,-841,-271009,-26053,-15029,-7625,6686,12573,10666,21280,difficult
454618,121059,29711,22423,13831,18535,13601,6403,374720,119447,22033,10494,16893,21351,13126,4547,772097,88090,40976,17985,9697,9582,1844,7286,-211117,-75990,-2411,22007,-8355,-14140,-5576,-2090,-321287,-7265,-15530,-4204,-10527,-3891,5157,373,easy
871325,156859,21789,11629,25434,24798,15407,20222,89409,36500,3073,2246,4133,8365,5162,3760,1631678,77970,16183,8507,20585,-1822,-1791,184,766284,301454,4387,4872,29705,16197,20094,23583,-52213,-18347,35577,14769,13614,34924,12432,25619,difficult
1027341,325952,68711,11239,22968,24175,15691,16016,278834,55626,15187,9501,8824,11779,13197,5084,713001,765749,47526,12404,34348,18765,10099,8859,1747250,92326,111498,904,15573,17863,6868,26431,-214730,-47098,1547,-8093,-7489,560,-9486,-2495,easy
77258,30965,5889,5810,3768,7941,8368,1687,132264,108862,29777,13489,8223,14974,10936,8955,57855,-77393,-25308,-11857,-4953,-7365,-2756,-7499,-94254,-57597,-24228,-8963,-6663,-12180,-7140,-7248,-128619,-98701,-22128,-2216,-1748,-1555,2193,-7057,difficult
558180,295153,24138,9678,10311,8672,9755,4631,150507,266639,28749,14654,36100,18234,27159,12414,809348,373521,-9470,-5894,-20587,-2965,-5863,-7307,289223,-128287,-4950,3854,-21715,-10122,-21405,-6869,124449,-159692,586,-12887,-35064,-15599,-24943,-9172,easy
515016,14548,7750,20959,10102,12124,16122,5760,1187177,53881,17528,8214,16560,19847,6374,3091,239107,-21379,-11293,12783,200,-5473,14305,5166,-1123844,-47245,-5980,22778,-8634,-6993,13893,1935,-1131747,-49375,-12062,2675,-10941,-10704,1046,906,difficult
341089,18920,9920,8350,5657,12318,9106,5697,1253346,73176,13243,8404,7396,16436,8727,3728,-1114861,-64446,-1104,-4271,-3531,-3478,702,252,-412319,-45712,1664,4207,3721,4718,4984,7831,-1209590,-52611,-10529,-97,-5407,-13594,-4549,-2175,easy
53996,24848,4481,5063,9509,15197,8521,7137,495417,64174,12894,9087,13432,9161,6919,3382,-454620,-42017,-8843,-3719,-6001,12866,1578,8641,-485376,-52644,-8813,-1756,-483,8303,-1000,4474,-384266,-23318,-7584,-6598,-5286,-3060,4228,-1849,difficult
534828,291179,27063,47336,25579,32350,29472,20417,154837,50662,8165,5194,7937,7316,7713,6008,345945,164909,32912,69407,28006,18630,15190,9367,412854,-19273,16536,-1393,-3244,-672,-3162,3598,381173,575915,7245,58411,28163,57145,53248,30263,easy
80407,9300,9228,5731,8759,7981,6286,4192,370864,58124,11688,6500,8550,19047,9382,11313,-363198,-52327,-10280,-4925,-3622,-13362,-5383,-8382,-349786,-55791,12554,8314,10016,-4077,4135,-2765,-158387,-38354,-9653,-5696,-5768,-15760,-8040,-10217,difficult
359805,83727,6524,14900,10094,11608,36605,9269,506952,102015,25394,9639,9205,38584,56696,15762,-408118,-74192,-23308,-4500,-4971,-29234,-49456,-13027,-282299,-87140,-23816,-7227,-7382,-34823,-53982,-14917,248977,106469,-9487,27510,15019,-16872,43165,8466,easy
260707,88154,7484,10623,11450,19919,8183,5521,55383,20317,9117,8950,8957,19816,8807,2623,-41419,-8846,-4818,-5259,6443,146,-358,3366,688822,209143,2321,3934,-3317,-1882,-2635,1835,-31431,3213,-2401,6343,4354,2045,1120,3494,difficult
60395,39132,14115,6205,3045,11307,5309,2464,211207,86316,10073,9778,8519,5659,12363,4930,-183006,-44144,375,-6401,-6457,-679,-10022,-4283,-100993,-29467,20476,2842,-2404,22077,-968,1593,-168437,-67940,-8726,-7161,-7562,-4455,-10171,-4709,easy
219813,19771,7176,8268,11444,9734,5807,5014,198161,37896,6330,11773,9180,12431,14389,5461,-138922,-25087,-3650,-9692,-5492,-238,-11824,-877,-194716,-26536,1039,-349,8341,-704,-3050,560,398593,-2751,5149,-475,3943,-7149,-10873,-1023,difficult
86856,30527,6853,3504,4195,3957,3233,2764,452451,116891,24772,12278,5939,9977,11668,5168,-371403,-84828,-16739,-8656,-3967,-7727,-8854,-3332,-382805,-78639,-24124,-9920,-442,-3144,-7903,-348,-342577,-95626,-12894,-7745,-824,-7188,-8547,-3533,easy
52269,14908,9297,5911,6703,8017,3469,5137,39639,40002,11844,6341,5587,3412,1152,745,11444,-14585,-4179,-1725,-1664,4890,202,1443,25293,-27507,-5009,-965,-1690,-231,664,1151,1152,-33191,1548,1400,6703,9156,6084,10582,difficult
226654,175496,20547,7147,10493,8360,10918,8272,512328,44314,2186,14685,5451,5336,1448,988,-347553,220245,20342,-12218,711,-399,2975,7590,-410704,-18017,5360,-12743,3348,-3153,4988,4629,-98764,191318,29382,2346,11068,12624,20448,9633,easy
52069,10150,9981,4792,1866,3724,1454,980,129652,54790,10560,27976,9845,10284,3854,4717,-1483,-36995,-7421,-21617,-8658,-8585,-2385,-4206,-125375,-50993,-5294,-26563,-8016,-8945,-2911,-3966,-105892,-45931,10979,-21372,-7263,-2151,-1904,-3038,difficult
143024,22488,8674,1475,1503,4678,2899,1473,350325,117603,19907,17839,13612,21481,18941,12576,-146679,-61649,5209,-16131,-10419,-13637,-14350,-9572,-252651,-107841,-19226,-15400,-12898,-18913,-16790,-12133,-222572,-115856,-19682,-17561,-13009,-17858,-16986,-11605,easy
50206,34544,10258,5538,6776,9340,9428,8835,178476,6542,6134,8905,6463,7507,4511,2342,-86082,67316,13545,2058,-352,13139,15416,21157,-161709,4039,-478,-7369,-4239,-3768,2127,-344,-137020,12651,-695,-4791,5529,-3872,-2791,-1333,difficult
563686,159137,53755,28843,12866,44462,54106,15576,143110,95647,13106,4937,8542,10493,20190,8458,93121,-82619,-9707,-3816,-7803,-5914,-18643,-6352,361643,129366,-3406,28974,9205,2083,-1489,-3627,806965,143723,135059,46559,11569,105737,121880,31332,easy
60582,67142,12142,30713,11152,8179,3466,4063,68070,199834,115608,21885,12414,25142,12296,24693,-32377,-63635,-86529,31633,8909,-12931,-7516,-18481,7078,-148113,-110260,16320,-1840,-14621,-7768,-19783,2835,-186328,-113608,-21470,-10855,-23337,-11206,-23625,difficult
50859,24369,12310,22886,5514,7480,6411,10888,964259,151670,94786,13740,6202,17482,10831,4567,-883566,-108623,-84494,-7086,-943,-11450,-4352,465,-909694,-136940,-93215,-4891,-1546,-15102,-6027,-649,-946941,-136340,-69718,39415,424,-3453,-2881,19147,easy
180053,96134,30136,11555,10819,17280,12302,10323,622914,126640,12347,14602,11886,8189,7977,4870,-129587,87758,37528,5226,6350,13617,12589,17868,-617939,-121090,-7890,-11830,-9276,-1866,-5462,-2743,-581057,-58186,23730,-2538,-274,15523,5847,1233,difficult
854019,232451,21301,13068,14791,27529,19970,16901,384246,126896,71576,10734,12218,44933,29326,14309,-347169,-121037,-64917,-9447,-8609,-28701,-23317,-8032,-344938,-93102,-59886,2538,77,-26267,-13106,1081,2101427,530803,-26023,13910,16251,2757,8356,14726,easy
397222,107084,40594,11538,6356,23837,21546,18713,921225,28245,44008,28479,7628,17431,30063,12034,-434991,31226,-39208,-10813,-1859,296,-14928,-1501,-701336,-20325,-42157,-25198,-5888,-13772,-24697,-8367,-435681,225617,71124,-14811,3931,32694,14074,29905,difficult
134805,15160,9052,27762,6694,12681,11662,8706,777418,122545,5954,6615,19153,22731,12268,9201,-399750,-102620,9736,-4705,-14565,-6484,-769,785,-771568,-100490,1777,43718,-11902,-9940,-3825,2021,-756521,-119045,-2219,24427,-10910,-13725,2776,-4291,easy
44622,9979,3970,4348,2175,6014,4712,2676,102285,11528,5762,11275,5895,9659,4146,3291,5788,3207,-2087,-7129,-4480,-4862,-370,-1950,-84954,-1228,2125,-4229,-3396,-229,5038,2513,-93824,-6625,-5414,-9422,-3284,-5843,-2969,-2407,difficult
229599,33148,6325,6694,2853,2941,2655,1315,1095756,225714,52413,36125,14106,16913,17660,9582,-476389,-191471,-39120,-22995,-12241,-14385,-15081,-8081,-1084683,-179792,-49919,-30756,-8761,-12703,-15781,-8005,-1037400,-206434,-49224,-34543,-12758,-14828,-14153,-8714,easy
821888,43448,17207,8171,3742,3721,3805,2195,158592,72861,10444,11359,6360,20354,31848,18822,-29509,-63878,-3726,-475,-2538,-17023,-26455,-15995,778427,-56739,-3244,-7233,-4533,-17481,-30219,-18294,1240971,32377,27259,-1857,-782,-15395,-27454,-15592,difficult
79401,28526,4663,3974,2997,5510,2022,2072,179444,19303,8343,14629,15153,14053,11917,9666,-173991,-16693,-5385,-10643,-13844,-8631,-9119,-7182,25722,49240,-3198,-9784,-10342,-8565,-10632,-8404,-151861,-4879,-2457,-11538,-12283,-8432,-9933,-7196,easy
596945,50309,10485,13719,15840,22099,14703,7015,144791,12250,7226,6888,3970,6963,4926,2627,1638903,119033,13449,13112,13843,34829,12698,8680,-141312,-968,-5852,6463,17075,9719,11415,3515,-141129,-3887,2179,918,4692,861,5219,968,difficult
982108,137877,41915,90173,13073,8739,5117,3819,43539,19281,6918,3022,3637,13258,12848,7002,35522,24982,6290,29030,-164,-10271,-11382,-5807,2015087,245817,15442,130754,12240,-6016,-5338,-1307,765099,84990,83258,101668,16231,2730,-6474,-2434,easy
90454,43007,11130,21113,4194,14322,3493,2082,101414,24385,4242,3749,2887,8644,3693,2270,-13702,6612,427,13400,-190,-3359,-2218,-969,-320,55518,22504,33179,4577,23965,2264,1756,-18858,-6264,-2266,5513,-465,-3572,-646,-1350,difficult
98314,11350,4265,5488,3651,4906,3774,1753,175736,54526,5186,15647,7876,10246,4474,2284,108555,-29799,-3677,-7875,-4940,-8136,-1280,-714,-171277,-49478,421,-12292,-5252,-7501,-3263,-346,-169544,-50252,493,-10311,-2483,-383,2443,-534,easy
197617,34649,3241,6573,2987,4226,2211,1467,472045,92507,23116,8849,12539,15732,26965,7080,-15414,-23000,-17611,4051,-8825,-10019,-23139,-5319,-470701,-86069,-21820,-7814,-10383,-11295,-25865,-6320,-337170,-64505,-20195,-3066,-9447,-13205,-25257,-5199,difficult
591630,80281,9262,9728,5240,11906,6081,3086,266150,239124,31395,14433,12541,22711,41719,17564,1194365,-55423,-12685,9696,-2032,2678,-31030,-12983,-17360,-212204,-28001,-11578,-8967,-20092,-36868,-15270,-200565,-208901,-25713,-12232,-10905,-15000,-39017,-15181,easy
124543,24487,8878,6899,7958,9477,5169,3733,785371,158857,9723,9861,10054,10039,5663,5368,-772858,-153974,-2644,-3546,-2823,-769,393,-2995,-768133,-127788,7114,-4269,774,-1131,-720,987,-441493,-121347,-7005,-1070,-4240,213,-1154,-2896,difficult
633879,113396,16327,14977,6505,7656,7186,5583,25274,14522,9210,7392,11430,12123,9810,5715,28458,5891,-8107,-3727,-9813,-9638,-7328,-2145,28458,5891,-8107,-3727,-9813,-9638,-7328,-2145,1768900,284839,37564,30208,4851,5875,6784,3894,easy
381224,38540,8044,22508,5050,7873,3945,3091,483154,65330,5351,7383,6026,9836,5121,3435,17295,-18259,15178,41899,5072,8010,3216,3292,94881,-19252,-2810,7233,-3362,-6236,-3766,-2149,-417965,-42859,-4289,-3758,-4637,-7662,-2979,-2176,difficult
910595,155633,11892,13461,7101,11228,15493,14816,383897,213893,23665,21143,12203,24724,38965,19345,141133,-137451,-14929,-18562,-9000,-16536,-24270,-1339,-131967,-186733,283,-11945,-3360,-17899,-28391,-11402,1570929,149403,-20674,7461,-2945,-6053,-17754,-847,easy
39279,29586,39859,77430,7801,10983,4373,3741,259058,25845,15500,18974,6668,11297,4403,3541,-178450,12155,61332,59417,-1598,-1194,-1024,-2382,-242763,-6843,7160,71572,6163,35,899,2476,-238125,5911,4584,44378,-1167,218,36,507,difficult
343330,61654,8785,15061,11935,12639,19885,8239,1462651,191780,15737,15117,8869,30894,23625,8178,-613606,-105454,1385,21625,20277,-16529,18316,5772,-1283458,-97534,-7657,-10375,-3550,-18284,-11666,-3032,-1460898,-187390,-14584,-11418,-7530,-19952,-17869,-2556,easy
21912,19984,2829,7129,4453,5151,2979,3469,124904,37718,13238,3524,5325,3336,2262,1566,-119850,-29671,-11226,-346,-4563,-524,-564,87,-65891,-4957,-8485,-2738,-3330,-69,-87,381,-123234,-18573,-11516,13899,5278,6037,2801,5241,difficult
