delta_ave,theta_ave,lowalpha_ave,highalpha_ave,lowbeta_ave,highbeta_ave,lowgamma_ave,midgamma_ave,delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,lowgamma_base_ave,midgamma_base_ave,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,lowgamma_c3,midgamma_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,lowgamma_c4,midgamma_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,lowgamma_c5,midgamma_c5,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,lowgamma_c6,midgamma_c6,state
816117,152999,47758,28641,7556,6792,9702,2180,670500,280191,136422,84529,76408,85812,17146,10625,-470932,-78763,-107587,-74171,-67032,-74735,-7996,-6985,-532297,-127085,-104750,-72842,-74301,-83161,-14991,-9548,-361501,-225287,-123057,-81867,-71127,-82450,-16114,-10175,1947197,-77633,-19263,5327,-62948,-75736,9323,-7072,easy
458540,114336,10390,8425,19675,13969,3631,1677,470679,115218,37212,21923,12110,14802,6249,3519,326572,64437,-28289,-6082,51167,24258,5211,-1799,126628,-51071,-28363,-20036,-6334,-12529,-5466,-3129,-452594,-112431,-37148,-21736,-11900,-14591,-6109,-3432,-49163,95535,-13490,-6137,-2672,-472,-4110,990,difficult
1004660,125554,35328,37524,54379,26576,16479,13197,1033997,161617,43625,13944,25060,16258,32223,5391,898806,245815,45105,102976,142194,65038,14486,38107,782124,-128642,690,6492,18533,2580,-18283,-725,-841742,-126101,-38613,-12116,-23485,-12142,-29113,-2654,-956536,-135324,-40369,-3032,-19965,-14203,-30068,-3505,easy
739344,69091,36930,21002,11216,8616,8567,1584,817316,320055,112649,28918,20592,15229,4905,1772,-799125,-317517,-112143,-27392,-19909,-14756,-4626,-1663,-103393,-224334,-59656,1879,-14146,-9281,3261,-582,1359410,-175408,-20704,20904,15862,11252,20444,2461,-768782,-286598,-110375,-27056,-19310,-13666,-4432,-969,difficult
192380,190016,6392,9569,7400,6518,2822,1385,237116,30465,6563,1858,4187,1371,1113,423,-143359,-6224,-5460,3568,-1504,1368,168,402,-150066,63663,12155,12786,138,2163,2593,151,240357,579969,-3926,14397,15756,14026,3564,2575,-125875,794,-3454,91,-1537,3031,510,718,easy
1192385,158666,77190,24738,19226,12779,4619,4258,700433,47391,10641,7407,3057,3468,2140,1552,-96257,29611,27295,10383,2738,-56,1394,-92,2317699,164469,165175,54211,40164,20648,5568,5293,77411,93328,-7310,-4340,1819,-1866,-767,-864,-331045,157691,81037,9068,19955,18518,3722,6488,difficult
895135,161576,14930,8997,7029,6007,3427,1539,293210,49221,8804,2278,1952,2472,1536,537,-100871,114983,8751,7992,1477,3608,3180,704,634624,265214,7314,13406,4096,7305,1885,412,1993855,72323,16662,2196,9276,2252,1900,2017,-119908,-3099,-8224,3280,5458,973,598,873,easy
45558,17900,6375,4058,4812,5880,2293,1971,137502,52905,6179,5629,4482,5207,4237,1343,-27393,-25171,-4842,-2502,-3163,-1871,-3655,-237,-86182,-34759,-640,1406,5426,-1525,-230,12,-133059,-41408,-2881,-3187,-247,3229,-1054,1160,-121141,-38682,9147,-2003,-698,2858,-2839,1575,difficult
764750,514262,56245,38020,18548,9581,7848,3863,202775,140515,28247,73733,27326,42411,7427,3635,1496089,1597284,135606,64233,6028,-19376,10508,4070,-92066,-118248,-26296,-70540,-24034,-40121,-5976,-2919,976331,77663,23221,-65030,1306,-31932,1768,2581,-132456,-61710,-20540,-71517,-18411,-39890,-4615,-2820,easy
618281,156406,15517,10328,11184,27804,16793,4217,137275,32208,3170,3370,4703,10711,4496,2348,1123004,267209,40769,11910,25815,60844,31024,5206,9056,27474,12108,5031,-3107,-3702,6547,-382,-77573,-794,-641,1633,-1813,-7230,-2260,-1051,869536,202903,-2850,9258,5030,18461,13876,3704,difficult
108585,31843,4689,9126,5217,2620,2473,1519,506179,158686,45064,13231,11072,8879,5292,2852,-426672,-125357,-39545,-11319,-9732,-7649,-4837,-2617,-387377,-121981,-41442,-11658,-6990,-5765,-3378,-1731,-488449,-147525,-37822,15587,2020,-4082,272,509,-287880,-112511,-42693,-9031,-8719,-7539,-3334,-1494,easy
414721,52257,18070,8589,8745,3640,3209,1151,160921,174524,27052,22248,10129,5225,5699,2184,595243,-125007,-5418,-16832,-772,548,688,-177,130184,-111548,2143,-5847,542,-2883,-3987,-1234,12472,-155620,-25030,-18342,-9285,-4506,-5000,-1798,277299,-96894,-7625,-13616,3980,500,-1662,-924,difficult
458075,167540,51448,23751,8124,9386,2466,2554,226635,17119,5695,3111,3728,1550,1231,355,-2743,93073,5510,3050,7939,14108,1360,4191,303637,55874,25206,75551,1550,3809,-590,568,749611,447404,156311,5579,10069,13303,4903,4086,-124744,5331,-4017,-1621,-1975,122,-733,-50,easy
860605,105505,14666,21472,14778,10444,4644,1873,1404818,247668,118027,18934,11112,13447,5442,1932,-786869,-181036,-104684,633,-6231,-3302,-4227,-1133,-780575,18620,-96311,28438,29704,12787,5275,1515,-258231,-217751,-115108,-9582,-9939,-10981,-3933,-406,-351177,-188485,-97342,-9338,1131,-10517,-306,-214,difficult
565905,95662,56895,28234,9254,8967,4430,1421,540750,161102,18210,29153,5149,8306,4113,944,506591,47536,129476,62927,14415,7485,5368,2587,-239322,-117665,16731,-28730,6896,5151,598,-334,280216,-50904,25058,-14829,-549,-3408,-918,392,-446867,-140726,-16526,-23043,-4343,-6585,-3782,-738,easy
58255,12540,6518,5066,8399,20611,7032,2709,720398,63203,53321,34593,14246,11041,8138,4796,-717190,-58497,-50751,-32265,-10659,-3024,-1767,-3335,-716504,-57947,-51435,-33919,-8269,0,-2588,-2309,-566402,-42786,-44689,-21693,-10188,-3531,-2843,-2280,-648476,-43424,-40338,-30233,5728,44833,2774,-425,difficult
343866,122745,27218,5766,2817,2326,1264,722,532373,112111,21771,16149,4174,6929,2491,1276,-440693,-86945,-18563,-12367,-3372,-5577,-1998,-1077,-93571,-33265,61146,-9295,-335,-2769,-1551,-125,181163,254061,-5385,-7588,943,-4946,40,87,-400929,-91317,-15410,-12282,-2665,-5119,-1399,-1100,easy
69294,27835,5357,6265,8336,16427,8145,4940,446624,67468,14798,5435,9119,11378,19567,6111,-396651,2282,-10565,-1194,-2645,-5872,-14786,-4200,-283377,-53795,-12726,-1149,-327,-3782,-15262,-3861,-422084,-47476,-9809,4981,-1016,12516,-11223,898,-407207,-59544,-4663,682,855,17334,-4418,2480,difficult
789881,304962,17711,20756,7124,8085,3854,1571,634948,169675,33605,27278,7474,9276,8608,2397,728172,819163,-1665,31818,11694,15310,415,1821,-228877,-109564,-23897,-9616,-5032,-5122,-7571,-1708,-497372,-77799,-23713,-26875,-6650,-7718,-6816,-1969,617810,-90654,-14300,-21415,-1413,-7235,-5046,-1449,easy
171204,97033,30029,8901,13982,38875,9363,6055,315004,42849,20398,12528,14210,10802,8826,2527,-264908,56713,16972,-3424,-8022,2490,-3983,4220,-32494,14423,20538,1610,590,1098,1471,-77,5472,180597,11297,-3915,18366,107271,7295,6635,-283272,-34999,-10285,-8778,-11846,1434,-2634,3332,difficult
