delta_ave,theta_ave,lowalpha_ave,highalpha_ave,lowbeta_ave,highbeta_ave,lowgamma_ave,midgamma_ave,delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,lowgamma_base_ave,midgamma_base_ave,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,lowgamma_c5,midgamma_c5,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,lowgamma_c6,midgamma_c6,delta_c7,theta_c7,lowalpha_c7,highalpha_c7,lowbeta_c7,highbeta_c7,lowgamma_c7,midgamma_c7,state
27339,49022,15824,6307,6025,10655,10149,4110,12498,16979,3673,13246,11082,12952,5624,3811,-3081,-7824,10032,-6776,-3911,-6077,-2472,-2443,47465,110657,21961,-6651,-6360,3004,17806,2939,139,-6703,4460,-7389,-4901,-3817,-1760,401,easy
612290,245496,77665,58778,32008,45541,33848,17551,115389,122032,21749,17821,24903,21821,14198,8780,1029507,338413,187029,93487,49235,48947,22551,22234,426656,89835,-7192,27925,-8964,31747,42016,7519,34539,-57857,-12090,1459,-18956,-9534,-5617,-3440,difficult
972050,134067,10852,10050,4652,64673,33432,22545,439202,94052,41420,29597,23850,33537,34391,18234,1958797,270259,-19837,-9888,-15039,140006,35735,32828,-191055,-81220,-32384,-26302,-22349,-22527,-9643,-12108,-169199,-68993,-39483,-22450,-20207,-24071,-28969,-7787,easy
84127,36308,9636,2515,2926,4251,4327,1545,385727,64687,13754,16302,7945,11265,12311,3649,-270255,-38468,-12174,-15082,-6267,-8860,-11001,-2958,-380431,-60259,-5288,-12489,-2150,-5463,-4659,-2576,-254115,13591,5108,-13790,-6641,-6720,-8292,-779,difficult
60816,19972,5021,1391,2102,4964,4435,2357,262323,30436,8747,7480,12832,15467,7805,4510,-255409,-7735,-2019,-4517,-9102,-10614,-3729,-1713,-165282,-16665,-7189,-6735,-12258,-14259,-4968,-3538,-183831,-6991,-1971,-7015,-10829,-6635,-1413,-1209,easy
464164,118591,14827,14391,14845,23312,16411,6591,462494,173184,25161,12523,7076,23471,18179,21905,-23735,-96345,-18822,-7366,-1353,-12840,-9236,-19497,-399009,-155247,-17238,-1520,-2339,-9367,-8732,-15006,427754,87812,5057,14490,27000,21731,12665,-11440,difficult
29397,9941,4479,1316,3680,1921,1001,877,244129,68892,28476,13268,19063,15673,6044,5124,-233919,-62905,-27229,-11366,-16300,-13842,-5488,-4573,-191360,-60786,-23129,-12041,-12459,-13443,-4611,-4306,-218916,-53161,-21632,-12450,-17391,-13972,-5031,-3861,easy
292591,60781,15701,8956,6638,9650,6345,3810,467353,73977,10990,11732,5185,12138,11249,5111,281173,17011,-5272,-6612,160,5444,-4919,460,-427328,-49528,-3226,-10203,-3802,-6743,-8630,-3617,-378130,-7070,22632,8487,8001,-6164,-1164,-746,difficult
676232,164100,42478,57212,16517,16094,9336,11450,599942,53265,42545,2747,7487,8206,7842,1892,-27063,44690,35991,86818,7023,7349,2007,5108,246751,297414,-16115,46679,19381,7783,4052,19317,9182,-9599,-20077,29897,685,8532,-1576,4249,easy
506020,283543,26968,12520,8694,51719,29439,8207,317944,95390,10717,13653,10994,12212,8062,4239,-210263,6627,-5672,-3145,-3266,6712,2798,554,-38027,62632,30473,-9848,68,5458,-2461,744,812517,495199,23951,9594,-3701,106351,63793,10605,difficult
986756,135003,46573,22167,16820,29686,13125,6450,1505399,444444,32128,31144,41543,69282,39752,21264,-1388640,-396868,-22144,-6070,-18983,-60324,-34979,-18660,242600,-414271,-30155,-23829,-35431,-57785,-32827,-18559,-409889,-117183,95634,2968,-19755,-680,-12075,-7222,easy
317598,83259,13326,18667,12343,13076,10171,5232,387774,88321,14059,6726,5740,10201,9298,3345,33326,31679,1127,2547,15641,6475,-3255,4467,-76255,-45961,-4241,-3788,-2405,-7145,-5154,-1028,-167598,-903,914,37063,6574,9295,11029,2222,difficult
606726,240804,35589,33716,26262,43610,34185,11895,494902,79351,20756,11809,13257,20101,19021,11419,194532,26676,19677,27732,7813,22215,11996,-2656,-281411,-26027,-11968,28815,24056,40874,30554,-494,422352,483711,36789,9174,7147,7439,2941,4577,easy
20760,26153,1881,6967,5036,4282,2225,1890,723229,47241,26779,21886,15344,16871,10199,5036,-714388,-37975,-24645,-16764,-12265,-14026,-9177,-3909,-720256,-13952,-24717,-7617,-6306,-10149,-6841,-2443,-672764,-11337,-25331,-20377,-12352,-13592,-7904,-3087,difficult
193365,96246,20468,6361,8619,14503,17775,9277,301997,49149,11865,6168,3373,13732,4734,4586,-285476,-38505,-5357,-1092,97,-3513,12978,13842,256896,224513,37757,5908,11118,8571,23611,2256,-297315,-44716,-6591,-4236,4522,-2745,2533,-2024,easy
638026,94338,22989,20542,13728,10486,7962,2451,110342,31537,28281,40489,20168,20544,9755,6485,1687914,186424,17743,5003,11990,-3275,7604,-3163,-91059,-4709,-14448,-27842,-13916,-8230,-3773,-2983,-13802,6689,-19172,-37002,-17393,-18670,-9209,-5957,difficult
666575,58104,8734,9142,11442,5730,6216,2255,347138,33022,9300,4885,5343,4508,3817,3025,-229567,-15184,-3633,-4003,-4199,-3926,-3504,-2863,1521602,110125,6661,13112,22737,5924,8347,944,-333724,-19695,-4726,3663,-240,1667,2353,-390,easy
413517,42374,4682,14571,9373,11785,13513,5118,51012,33274,4138,2271,2488,3914,927,858,135583,-7293,-637,20324,2511,3021,14010,4684,73232,-13873,-2473,1386,1010,4190,4993,2312,878700,48466,4742,15191,17133,16402,18755,5785,difficult
116851,45027,12492,10801,3524,3844,4961,1815,181039,49260,10358,13544,4829,10409,6455,3297,-56898,42305,15797,8812,-2791,-4894,948,-1827,-72705,-16419,-3572,-8068,1358,-6492,-661,-592,-62962,-38584,-5822,-8972,-2481,-8309,-4768,-2026,easy
957829,26463,25358,16816,8091,10170,6795,3600,238816,37765,11239,6782,2300,5185,1520,1085,-106839,-33367,-8568,-314,3006,3308,1280,1903,-224771,-27593,-8324,-5612,-1296,-2697,778,556,2488650,27054,59250,36027,15663,14345,13767,5087,difficult
55329,11905,4405,1931,1877,4122,1290,1029,234309,36959,16042,16427,5716,6084,5718,3872,-226564,-34859,-14998,-14554,-4371,-1976,-3764,-2931,-116172,-18733,-7641,-14669,-2331,1763,-4528,-2343,-194205,-21569,-12273,-14265,-4815,-5672,-4993,-3255,easy
899236,231867,4135,16615,6481,6064,2588,3557,670285,120497,24776,20344,21988,16803,12121,11431,1060446,535466,-19352,23575,-7650,-4617,-6663,-4151,-574813,-116657,-19554,-16338,-20303,-13122,-10694,-9930,201220,-84699,-23018,-18423,-18569,-14478,-11243,-9541,difficult
439496,156268,31388,21924,22063,18064,13799,5207,339078,408566,12228,30311,21601,20406,8936,8382,-253108,-349391,1613,-13808,-12445,-15594,-5524,-5521,335381,-197075,49706,-5306,2952,-3328,16621,-4276,218981,-210428,6161,-6047,10878,11897,3492,272,easy
152482,22097,7552,3253,2595,4618,5639,2579,100651,25247,10897,13400,5344,9407,2140,2756,308587,2527,1270,-10436,-4567,-5125,1069,-683,-81625,-16599,-7708,-9976,-2969,-2832,6721,108,-71468,4621,-3596,-10030,-712,-6409,2708,43,difficult
170901,30191,4758,12270,6842,8629,13442,5268,971862,590809,17176,15364,7822,17394,9408,4501,-532974,-517552,-9049,11416,7858,-2557,17553,5880,-922504,-577216,-14491,-10139,-5461,-12422,-1812,-1658,-947406,-587087,-13715,-10559,-5338,-11316,-3638,-1921,easy
303341,164028,38996,24555,6971,11463,6311,2534,979244,47690,8974,19445,12475,13011,7604,11470,-783442,1447,-1488,-18090,-11669,-8496,-3852,-9433,-916883,-20149,-5001,-11505,-10822,-11526,-4088,-10685,-327383,367715,96556,44926,5980,15378,4060,-6690,difficult
95325,43957,7930,7405,6536,6364,3094,1778,995013,161372,9793,7798,15735,10936,7245,8059,-921986,-109281,-5119,10487,-908,-2,-4871,-5322,-909643,-119177,2250,-7162,-11945,-9191,-5536,-7314,-867434,-123786,-2720,-4504,-14745,-4523,-2047,-6206,easy
175272,39916,40566,19833,6808,13043,7697,1956,272197,89421,16194,21059,22645,18861,7456,4849,-174122,-71481,26013,-11737,-18706,-12993,-383,-3288,-248017,-69088,-13642,-16279,-20581,-15066,-2840,-3877,131365,-7947,60744,24338,-8223,10604,3947,-1514,difficult
5968,14133,6287,13260,15998,6290,6001,3251,1485741,384309,59401,30145,28247,19936,10042,5828,-1477731,-382455,-54393,-29487,-22526,-16045,-8601,-4445,-1478154,-359283,-48839,-1614,4050,-11318,2059,-442,-1483435,-368790,-56110,-19553,-18270,-13575,-5582,-2845,easy
106284,66212,10782,5711,2801,4414,8602,2095,263659,142720,15502,6773,16461,10924,6732,3901,-246281,-129934,-4386,-1732,-12598,-8538,6407,-1259,-173866,-83026,-6862,2067,-14724,-4983,-2864,-2272,-51977,-16564,-2912,-3522,-13659,-6009,2066,-1886,difficult
179139,22930,9618,8396,6288,13649,11466,5253,240734,44366,24140,13181,14285,8593,4723,2933,-101339,3682,-12012,-2017,-5970,-3422,2618,-1225,115896,-37098,-21360,-11790,-13282,-7434,-1550,23,-199343,-30893,-10193,-548,-4739,26024,19161,8163,easy
324706,113783,19331,15790,7428,25267,8856,15032,889053,147033,30096,16506,8002,15991,7965,9295,-172907,90434,891,19249,4233,40583,5440,29583,-825802,-138425,-13789,-10700,-1200,-4585,-1564,-6864,-694331,-51759,-19396,-10696,-4756,-8170,-1203,-5508,difficult
222590,18636,7800,13048,1683,2178,2294,1791,572108,61381,11182,12432,5919,8642,2810,2488,-442031,-47113,3330,155,-5036,-6088,-1273,-1456,-498211,-52451,-8876,6342,-3788,-7025,-812,-1039,-108312,-28670,-4599,-4648,-3883,-6278,538,404,easy
504322,27258,8706,11447,7249,6513,4794,3926,115971,18094,5045,4084,2350,3051,2301,1540,-59230,-9572,-3129,-514,-347,3957,485,-350,1314790,46508,10270,19468,10215,6818,7107,6037,-90508,-9445,3843,3134,4830,-390,-112,1470,difficult
520554,113955,17109,17835,13102,19304,18761,9628,301401,35587,15357,12836,7216,9961,9394,3960,-237470,602,-2926,1574,6094,15884,10286,9829,505969,60110,-6214,16261,1533,11136,16440,4984,388961,174393,14395,-2837,10030,1009,1374,2190,easy
229463,57429,8386,19383,7093,11697,52880,9463,467856,76085,24649,10370,17232,19665,13325,9209,-184175,22763,-15876,33506,-10198,-10330,8130,-3894,-167510,-62251,-15708,-1999,-13647,-11964,-1816,-3114,-363493,-16481,-17204,-4469,-6571,-1610,112351,7770,difficult
176138,17594,10542,3192,12549,15259,19788,5333,483405,32356,18792,11049,6089,8271,12003,8715,-21867,-16583,-8655,-7271,2707,-601,-4377,-5187,-448187,-18321,-15503,-7394,-3987,7568,20108,-6168,-451747,-9383,-591,-8906,20659,13998,7624,1210,easy
104551,18434,5794,4959,5695,8856,5222,3130,213911,23395,14796,3451,12078,12775,4964,3644,-182650,9554,1662,3427,-5937,2770,4423,1471,59172,-4691,-14012,2504,-7791,-5487,-2893,-2316,-204603,-19746,-14657,-1408,-5422,-9041,-757,-697,difficult
628170,309262,24491,16420,20530,21422,13894,8089,398604,16962,7959,6401,3648,9155,1500,1802,242238,796998,4926,1202,27765,32353,20314,11472,2708,-5986,7723,2915,3988,-783,6752,-502,443753,85887,36946,25939,18892,5230,10117,7892,easy
313869,23033,8259,3359,5594,7689,5118,1808,104508,58280,31464,12016,6692,4178,12494,16201,-75609,-30619,-22029,-9028,-3606,1407,-7921,-14089,563026,-22743,-24774,-7906,1407,8081,-6932,-14341,140665,-52379,-22812,-9038,-1094,1044,-7274,-14749,difficult
181901,56217,8940,6919,9428,5486,4367,2464,323019,43033,5768,8881,1741,4831,1605,1157,-65747,5146,1669,-4305,2246,-2957,-766,73,-308588,-14364,-1915,-4760,3767,-428,-20,-52,-49020,48771,9761,3180,17048,5350,9072,3899,easy
195731,25454,5676,3194,5990,8107,7686,9740,594584,75595,19343,15384,6463,4592,4433,3718,-352185,-68522,-17072,-14929,-5090,-3275,-1634,-841,-271009,-26053,-15029,-7625,6686,12573,10666,21280,-573366,-55847,-8901,-14015,-3016,1248,728,-2372,difficult
643807,71377,13488,20239,7791,11325,13767,4226,374720,119447,22033,10494,16893,21351,13126,4547,-211117,-75990,-2411,22007,-8355,-14140,-5576,-2090,-321287,-7265,-15530,-4204,-10527,-3891,5157,373,1339664,-60954,-7695,11433,-8424,-12048,2342,755,easy
378581,127185,17811,10846,17891,23483,16287,19763,89409,36500,3073,2246,4133,8365,5162,3760,766284,301454,4387,4872,29705,16197,20094,23583,-52213,-18347,35577,14769,13614,34924,12432,25619,153445,-11051,4251,6160,-2046,-5766,850,-1192,difficult
853485,64428,57510,10872,10877,15373,8788,12625,278834,55626,15187,9501,8824,11779,13197,5084,1747250,92326,111498,904,15573,17863,6868,26431,-214730,-47098,1547,-8093,-7489,560,-9486,-2495,191434,-18822,13924,11301,-1925,-7641,-10609,-1314,easy
84286,28808,7535,7103,3166,7628,9540,1767,132264,108862,29777,13489,8223,14974,10936,8955,-94254,-57597,-24228,-8963,-6663,-12180,-7140,-7248,-128619,-98701,-22128,-2216,-1748,-1555,2193,-7057,78938,-83863,-20370,-7978,-6760,-8302,760,-7260,difficult
337941,88958,21202,8902,6148,5385,3807,3382,150507,266639,28749,14654,36100,18234,27159,12414,289223,-128287,-4950,3854,-21715,-10122,-21405,-6869,124449,-159692,586,-12887,-35064,-15599,-24943,-9172,148630,-245065,-18278,-8224,-33078,-12825,-23707,-11054,easy
62477,11042,5844,16628,5929,8590,11267,4018,1187177,53881,17528,8214,16560,19847,6374,3091,-1123844,-47245,-5980,22778,-8634,-6993,13893,1935,-1131747,-49375,-12062,2675,-10941,-10704,1046,906,-1118509,-31896,-17009,-211,-12317,-16073,-261,-59,difficult
308659,28073,6785,7539,6227,9261,8179,5295,1253346,73176,13243,8404,7396,16436,8727,3728,-412319,-45712,1664,4207,3721,4718,4984,7831,-1209590,-52611,-10529,-97,-5407,-13594,-4549,-2175,-1212153,-36987,-10509,-6705,-1820,-12648,-2078,-956,easy
65365,30400,10608,4274,7796,9799,6449,3292,495417,64174,12894,9087,13432,9161,6919,3382,-485376,-52644,-8813,-1756,-483,8303,-1000,4474,-384266,-23318,-7584,-6598,-5286,-3060,4228,-1849,-420515,-25359,9540,-6084,-11138,-3328,-4639,-2895,difficult
818094,325260,31488,31375,23901,38688,33173,23134,154837,50662,8165,5194,7937,7316,7713,6008,412854,-19273,16536,-1393,-3244,-672,-3162,3598,381173,575915,7245,58411,28163,57145,53248,30263,1195744,267152,46187,21526,22972,37643,26294,17518,easy
94843,24584,9266,7792,8911,6948,5399,3977,370864,58124,11688,6500,8550,19047,9382,11313,-349786,-55791,12554,8314,10016,-4077,4135,-2765,-158387,-38354,-9653,-5696,-5768,-15760,-8040,-10217,-319889,-6475,-10166,1257,-3166,-16459,-8044,-9025,difficult
335629,76443,8140,14128,9649,10588,35363,8945,506952,102015,25394,9639,9205,38584,56696,15762,-282299,-87140,-23816,-7227,-7382,-34823,-53982,-14917,248977,106469,-9487,27510,15019,-16872,43165,8466,-480648,-96044,-18460,-6817,-6304,-32293,-53182,-13999,easy
260651,89999,6670,9699,6680,13867,6015,3938,55383,20317,9117,8950,8957,19816,8807,2623,688822,209143,2321,3934,-3317,-1882,-2635,1835,-31431,3213,-2401,6343,4354,2045,1120,3494,-41588,-3311,-7262,-8030,-7869,-18010,-6862,-1385,difficult
202621,46803,17700,6833,3994,11200,5335,2891,211207,86316,10073,9778,8519,5659,12363,4930,-100993,-29467,20476,2842,-2404,22077,-968,1593,-168437,-67940,-8726,-7161,-7562,-4455,-10171,-4709,243673,-21133,11131,-4517,-3608,-1000,-9945,-3000,easy
978797,57010,50192,35388,23363,12451,11208,7995,198161,37896,6330,11773,9180,12431,14389,5461,-194716,-26536,1039,-349,8341,-704,-3050,560,398593,-2751,5149,-475,3943,-7149,-10873,-1023,2138032,86630,125399,71668,30265,7913,4381,8066,difficult
62244,24710,4884,3202,4445,4231,3268,3262,452451,116891,24772,12278,5939,9977,11668,5168,-382805,-78639,-24124,-9920,-442,-3144,-7903,-348,-342577,-95626,-12894,-7745,-824,-7188,-8547,-3533,-445240,-102277,-22647,-9562,-3216,-6906,-8749,-1837,easy
58650,8155,7351,4710,5817,5620,3144,4449,39639,40002,11844,6341,5587,3412,1152,745,25293,-27507,-5009,-965,-1690,-231,664,1151,1152,-33191,1548,1400,6703,9156,6084,10582,30588,-34844,-10018,-5327,-4322,-2300,-772,-620,difficult
730826,168292,26972,13570,13725,13869,10766,6403,512328,44314,2186,14685,5451,5336,1448,988,-410704,-18017,5360,-12743,3348,-3153,4988,4629,-98764,191318,29382,2346,11068,12624,20448,9633,1164961,198632,39617,7052,10406,16128,2517,1982,easy
12917,8299,9352,3407,1988,3797,1149,1035,129652,54790,10560,27976,9845,10284,3854,4717,-125375,-50993,-5294,-26563,-8016,-8945,-2911,-3966,-105892,-45931,10979,-21372,-7263,-2151,-1904,-3038,-118937,-42548,-9310,-25772,-8293,-8366,-3301,-4042,difficult
76937,19772,17778,5301,4062,13087,10572,4977,350325,117603,19907,17839,13612,21481,18941,12576,-252651,-107841,-19226,-15400,-12898,-18913,-16790,-12133,-222572,-115856,-19682,-17561,-13009,-17858,-16986,-11605,-344942,-69797,32520,-4652,-2744,11589,8670,940,easy
142437,54227,18578,16354,11753,5879,4934,3783,178476,6542,6134,8905,6463,7507,4511,2342,-161709,4039,-478,-7369,-4239,-3768,2127,-344,-137020,12651,-695,-4791,5529,-3872,-2791,-1333,190613,126364,38504,34506,14579,2755,1932,6000,difficult
851210,170547,54781,33945,16178,46914,59618,20673,143110,95647,13106,4937,8542,10493,20190,8458,361643,129366,-3406,28974,9205,2083,-1489,-3627,806965,143723,135059,46559,11569,105737,121880,31332,955691,-48388,-6628,11492,2134,1442,-2108,8940,easy
974656,174098,3014,17109,11060,18045,11838,10824,68070,199834,115608,21885,12414,25142,12296,24693,7078,-148113,-110260,16320,-1840,-14621,-7768,-19783,2835,-186328,-113608,-21470,-10855,-23337,-11206,-23625,2709844,257233,-113913,-9179,8634,16668,17600,1801,difficult
118039,29925,9259,21383,4035,6573,4663,10339,964259,151670,94786,13740,6202,17482,10831,4567,-909694,-136940,-93215,-4891,-1546,-15102,-6027,-649,-946941,-136340,-69718,39415,424,-3453,-2881,19147,-682024,-91956,-93648,-11595,-5378,-14171,-9595,-1181,easy
64415,43231,24030,7515,5435,12005,7045,3262,622914,126640,12347,14602,11886,8189,7977,4870,-617939,-121090,-7890,-11830,-9276,-1866,-5462,-2743,-581057,-58186,23730,-2538,-274,15523,5847,1233,-476501,-70951,19209,-6892,-9802,-2210,-3181,-3314,difficult
882232,236978,19148,13741,14420,24988,21780,16505,384246,126896,71576,10734,12218,44933,29326,14309,-344938,-93102,-59886,2538,77,-26267,-13106,1081,2101427,530803,-26023,13910,16251,2757,8356,14726,-262530,-107456,-71376,-7427,-9723,-36326,-17887,-9218,easy
277432,91855,39650,6401,5030,19424,17149,16261,921225,28245,44008,28479,7628,17431,30063,12034,-701336,-20325,-42157,-25198,-5888,-13772,-24697,-8367,-435681,225617,71124,-14811,3931,32694,14074,29905,-794363,-14462,-42040,-26226,-5836,-12944,-28119,-8856,difficult
15643,38969,6895,31174,6478,18780,10929,9526,777418,122545,5954,6615,19153,22731,12268,9201,-771568,-100490,1777,43718,-11902,-9940,-3825,2021,-756521,-119045,-2219,24427,-10910,-13725,2776,-4291,-757236,-31192,3264,5531,-15213,11811,-2969,3245,easy
13561,7984,5518,5679,4323,6000,4954,2894,102285,11528,5762,11275,5895,9659,4146,3291,-84954,-1228,2125,-4229,-3396,-229,5038,2513,-93824,-6625,-5414,-9422,-3284,-5843,-2969,-2407,-87393,-2779,2557,-3137,1964,-4906,354,-1298,difficult
185184,52396,3514,7334,3173,3277,3221,1871,1095756,225714,52413,36125,14106,16913,17660,9582,-1084683,-179792,-49919,-30756,-8761,-12703,-15781,-8005,-1037400,-206434,-49224,-34543,-12758,-14828,-14153,-8714,-609632,-133727,-47554,-21074,-11280,-13377,-13384,-6413,easy
1104576,90225,49017,18181,8339,10948,17840,6474,158592,72861,10444,11359,6360,20354,31848,18822,778427,-56739,-3244,-7233,-4533,-17481,-30219,-18294,1240971,32377,27259,-1857,-782,-15395,-27454,-15592,818554,76453,91704,29556,11251,4657,15648,-3159,difficult
97407,29658,4701,3132,2788,5400,1944,1648,179444,19303,8343,14629,15153,14053,11917,9666,25722,49240,-3198,-9784,-10342,-8565,-10632,-8404,-151861,-4879,-2457,-11538,-12283,-8432,-9933,-7196,-119971,-13295,-5270,-13169,-14470,-8963,-9355,-8454,easy
68491,15113,4617,8163,10226,9646,9171,4115,144791,12250,7226,6888,3970,6963,4926,2627,-141312,-968,-5852,6463,17075,9719,11415,3515,-141129,-3887,2179,918,4692,861,5219,968,53541,13444,-4153,-3555,-3000,-2532,-3899,-18,difficult
1125809,175452,40978,88750,14821,11267,7003,5723,43539,19281,6918,3022,3637,13258,12848,7002,2015087,245817,15442,130754,12240,-6016,-5338,-1307,765099,84990,83258,101668,16231,2730,-6474,-2434,466624,137707,3479,24763,5080,-2687,-5724,-95,easy
86497,37957,12091,15829,9870,19605,5635,3754,101414,24385,4242,3749,2887,8644,3693,2270,-320,55518,22504,33179,4577,23965,2264,1756,-18858,-6264,-2266,5513,-465,-3572,-646,-1350,-25572,-8537,3309,-2453,16837,12489,4208,4045,difficult
199980,10656,4397,4211,3686,5778,4299,1617,175736,54526,5186,15647,7876,10246,4474,2284,-171277,-49478,421,-12292,-5252,-7501,-3263,-346,-169544,-50252,493,-10311,-2483,-383,2443,-534,413553,-31880,-3280,-11706,-4836,-5519,296,-1121,easy
51510,12700,2561,2765,2511,3293,1541,1379,472045,92507,23116,8849,12539,15732,26965,7080,-470701,-86069,-21820,-7814,-10383,-11295,-25865,-6320,-337170,-64505,-20195,-3066,-9447,-13205,-25257,-5199,-453733,-88848,-19650,-7372,-10254,-12816,-25150,-5583,difficult
164892,26401,5480,3580,2221,4346,3144,2132,266150,239124,31395,14433,12541,22711,41719,17564,-17360,-212204,-28001,-11578,-8967,-20092,-36868,-15270,-200565,-208901,-25713,-12232,-10905,-15000,-39017,-15181,-85849,-217064,-24030,-8748,-11087,-20002,-39841,-15844,easy
443350,68094,13523,9298,7052,8922,7350,5721,785371,158857,9723,9861,10054,10039,5663,5368,-768133,-127788,7114,-4269,774,-1131,-720,987,-441493,-121347,-7005,-1070,-4240,213,-1154,-2896,183562,-23153,11290,3649,-5540,-2432,6935,2968,difficult
771799,113483,18592,20318,7599,10106,9100,6786,25274,14522,9210,7392,11430,12123,9810,5715,28458,5891,-8107,-3727,-9813,-9638,-7328,-2145,1768900,284839,37564,30208,4851,5875,6784,3894,442218,6154,-1311,12297,-6531,-2287,-1586,1463,easy
812504,73227,7752,10323,5937,5738,4812,2716,483154,65330,5351,7383,6026,9836,5121,3435,94881,-19252,-2810,7233,-3362,-6236,-3766,-2149,-417965,-42859,-4289,-3758,-4637,-7662,-2979,-2176,1311134,85801,14301,5345,7731,1603,5818,2167,difficult
864154,182423,18877,23654,16594,19704,34788,16948,383897,213893,23665,21143,12203,24724,38965,19345,-131967,-186733,283,-11945,-3360,-17899,-28391,-11402,1570929,149403,-20674,7461,-2945,-6053,-17754,-847,1810,-57080,6027,12018,19478,8893,33613,5059,easy
152495,27918,55298,81176,9047,10717,5346,4466,259058,25845,15500,18974,6668,11297,4403,3541,-242763,-6843,7160,71572,6163,35,899,2476,-238125,5911,4584,44378,-1167,218,36,507,161198,7150,107651,70657,2141,-1993,1895,-208,difficult
79081,37049,4058,3947,3655,11375,12617,5357,1462651,191780,15737,15117,8869,30894,23625,8178,-1283458,-97534,-7657,-10375,-3550,-18284,-11666,-3032,-1460898,-187390,-14584,-11418,-7530,-19952,-17869,-2556,-1406353,-179270,-12797,-11717,-4562,-20320,-3488,-2874,easy
89494,33540,6569,8218,5598,5351,3540,4389,124904,37718,13238,3524,5325,3336,2262,1566,-65891,-4957,-8485,-2738,-3330,-69,-87,381,-123234,-18573,-11516,13899,5278,6037,2801,5241,82896,10995,-5,2922,-1129,78,1121,2848,difficult
